Name,Age,Mobile_Number,Password,Occupation,Location,Daily_Usage_GB,Daily_Usage_MB,Data_Limit_GB,Device_Type,Monthly_Usage_GB,Network_Package,Package_Cost,Preferred_Network,SIM_Type
Sandra,64,7941830469,Sandr@905,Other Professionals,Thiruvarur,3.49,3573.76,1.5,Television,104.7,Basic+ Calls,299,4G,Airtel
Santolina,33,6811054339,Santo@308,Unemployed,Chennai,1.3,1331.2,2.5,Television,39,Entertainment+ Data,499,4G,VI
Shaipani,43,8754358343,Shaip@345,IT sector,Chennai,1.27,1300.48,1.5,Smartphone,38.1,Basic+ Calls,299,5G,Airtel
Makarina,40,8978080776,Makar@831,Unemployed,Krishnagiri,0.66,675.84,1,Smartphone,19.8,Standard Plan,199,4G,BSNL
Junaid,46,9367538927,Junai@791,Doctor,Nilgiris,4.91,5027.84,2.5,Tablet,147.3,Entertainment+ Data,499,5G,VI
Pavithra,42,7777605784,Pavit@295,Teacher,Dharmapuri,3.52,3604.48,2,Laptop,105.6,Unlimited+ OTT,399,5G,Jio
Kavithalaya,32,6816143487,Kavit@362,Unemployed,Theni,0.41,419.84,1.5,Tablet,12.3,Basic+ Calls,299,5G,Airtel
Santhoshi,23,8726329849,Santh@639,Unemployed,Pudukkottai,2.19,2242.56,1.5,Tablet,65.7,Basic+ Calls,299,4G,Airtel
Urmila,60,9845889777,Urmil@734,IT sector,Pudukkottai,1.59,1628.16,2.5,Smartphone,47.7,Entertainment+ Data,499,5G,VI
Nagaraj,32,8494336543,Nagar@608,Teacher,Pudukkottai,1.46,1495.04,1.5,Television,43.8,Basic+ Calls,299,5G,Airtel
Suwetha,56,9434297602,Suwet@623,Unemployed,Erode,0.57,583.68,2.5,Laptop,17.1,Entertainment+ Data,499,5G,VI
Swethini,50,8310166318,Sweth@714,Doctor,Perambalur,3.61,3696.64,2.5,Television,108.3,Entertainment+ Data,499,4G,VI
Kanan,18,6380480315,Kanan@088,Unemployed,Coimbatore,1.12,1146.88,2.5,Laptop,33.6,Entertainment+ Data,499,4G,VI
Thalapathy,40,8210623665,Thala@936,Other Professionals,Ramanathapuram,2.07,2119.68,2,Laptop,62.1,Unlimited+ OTT,399,4G,Jio
Lukash,53,8907842032,Lukas@031,Freelancer,Perambalur,0.62,634.88,2.5,Laptop,18.6,Entertainment+ Data,499,5G,VI
Lebrio,33,8586329112,Lebri@435,Teacher,Thanjavur,4.74,4853.76,2.5,Laptop,142.2,Entertainment+ Data,499,5G,VI
Mascarnaz,46,8662740533,Masca@794,Other Professionals,Tiruvannamalai,2.36,2416.64,1,Smartphone,70.8,Standard Plan,199,4G,BSNL
Shayan,58,9576262275,Shaya@952,Freelancer,Vellore,4.42,4526.08,1,Laptop,132.6,Standard Plan,199,4G,BSNL
shyam,54,8295627584,shyam@711,Freelancer,Virudhunagar,0.44,450.56,1,Tablet,13.2,Standard Plan,199,5G,BSNL
Shalinidevi,59,8607676483,Shali@638,Freelancer,Dindigul,2.32,2375.68,1,Television,69.6,Standard Plan,199,5G,BSNL
Naveetha,65,8198666908,Navee@268,Freelancer,Sivagangai,4.16,4259.84,1,Laptop,124.8,Standard Plan,199,5G,BSNL
Nivin,69,6770932380,Nivin@963,Teacher,Dindigul,3.35,3430.4,2.5,Tablet,100.5,Entertainment+ Data,499,5G,VI
Raju,23,8312698381,RajuR@614,Teacher,Thiruvallur,4.85,4966.4,1.5,Laptop,145.5,Basic+ Calls,299,4G,Airtel
Dhanvanth,66,7920350052,Dhanv@183,Unemployed,Nilgiris,4.33,4433.92,2,Smartphone,129.9,Unlimited+ OTT,399,5G,Jio
Dinesha,24,7264296081,Dines@666,Other Professionals,Madurai,0.2,204.8,1.5,Smartphone,6,Basic+ Calls,299,4G,Airtel
Durairaj,67,6969054605,Durai@984,Student,Namakkal,3.5,3584,1.5,Tablet,105,Basic+ Calls,299,4G,Airtel
Dikashama,59,7936649169,Dikas@007,Freelancer,Dharmapuri,0.68,696.32,2,Tablet,20.4,Unlimited+ OTT,399,4G,Jio
Mathivandana,62,8510464323,Mathi@049,Teacher,Krishnagiri,3.87,3962.88,1.5,Television,116.1,Basic+ Calls,299,5G,Airtel
Baba,32,7203866701,Babar@070,IT sector,Karur,3.52,3604.48,1.5,Laptop,105.6,Basic+ Calls,299,4G,Airtel
Hussain,48,8954682439,Hussa@549,Student,Nilgiris,0.41,419.84,2.5,Tablet,12.3,Entertainment+ Data,499,4G,VI
Maculin,19,6785609300,Macul@216,Teacher,Coimbatore,4.98,5099.52,1,Smartphone,149.4,Standard Plan,199,4G,BSNL
Soori,55,9369243616,Soori@857,Doctor,Nagapattinam,1.35,1382.4,2,Tablet,40.5,Unlimited+ OTT,399,5G,Jio
Nambiyar,28,9338461687,Nambi@952,Doctor,Ariyalur,4.29,4392.96,1.5,Laptop,128.7,Basic+ Calls,299,4G,Airtel
Suriyan,28,9602145726,Suriy@266,Retiree,Thanjavur,4.02,4116.48,2,Smartphone,120.6,Unlimited+ OTT,399,5G,Jio
Krishanan,31,6905094247,Krish@791,Other Professionals,Tiruppur,2.87,2938.88,1.5,Laptop,86.1,Basic+ Calls,299,5G,Airtel
Suriya,33,6813347695,Suriy@560,Freelancer,Thoothukudi,0.7,716.8,1.5,Tablet,21,Basic+ Calls,299,5G,Airtel
Jay,62,7432413662,Jayuu@812,Teacher,Vellore,3.96,4055.04,1,Tablet,118.8,Standard Plan,199,4G,BSNL
Jayashree,50,7477660510,Jayas@230,Teacher,Vellore,1.93,1976.32,1,Television,57.9,Standard Plan,199,4G,BSNL
Jayamravi,23,9804908396,Jayam@803,Other Professionals,Nilgiris,0.37,378.88,2.5,Television,11.1,Entertainment+ Data,499,4G,VI
Saindhavi,43,6506003790,Saind@188,Teacher,Tiruchirappalli,1.97,2017.28,1,Smartphone,59.1,Standard Plan,199,4G,BSNL
Shradha,18,6318403162,Shrad@938,Teacher,Cuddalore,3.15,3225.6,2,Television,94.5,Unlimited+ OTT,399,4G,Jio
Saradha,28,9522549037,Sarad@375,Freelancer,Tiruvannamalai,1.3,1331.2,2.5,Laptop,39,Entertainment+ Data,499,4G,VI
Bavithra,21,6841325453,Bavit@609,Teacher,Vellore,3.77,3860.48,1.5,Smartphone,113.1,Basic+ Calls,299,4G,Airtel
Kalam,28,8175151464,Kalam@604,Other Professionals,Tiruppur,2.37,2426.88,2,Television,71.1,Unlimited+ OTT,399,5G,Jio
Nathan,35,9430732669,Natha@296,Student,Virudhunagar,0.93,952.32,1,Television,27.9,Standard Plan,199,4G,BSNL
Limbra,31,7195396713,Limbr@764,Student,Cuddalore,3.73,3819.52,2.5,Television,111.9,Entertainment+ Data,499,4G,VI
Tejas,56,6181963362,Tejas@324,Doctor,Tiruppur,2.48,2539.52,2,Smartphone,74.4,Unlimited+ OTT,399,5G,Jio
Krithi,27,7846827376,Krith@028,Other Professionals,Krishnagiri,4.46,4567.04,1.5,Television,133.8,Basic+ Calls,299,5G,Airtel
Tomy,69,9534183651,Tomyo@532,Retiree,Tiruvannamalai,1.57,1607.68,1.5,Television,47.1,Basic+ Calls,299,4G,Airtel
Banarya,52,6109324616,Banar@460,Unemployed,Tiruchirappalli,1.32,1351.68,2,Laptop,39.6,Unlimited+ OTT,399,5G,Jio
Jackin,44,6498920188,Jacki@026,Other Professionals,Erode,1.48,1515.52,2,Television,44.4,Unlimited+ OTT,399,4G,Jio
Lakshu,37,8346564535,Laksh@581,Doctor,Virudhunagar,1.71,1751.04,2,Laptop,51.3,Unlimited+ OTT,399,5G,Jio
Ruth,28,9895957149,Ruthk@885,Student,Villupuram,2.98,3051.52,1.5,Tablet,89.4,Basic+ Calls,299,5G,Airtel
Elisabeth,22,8252654619,Elisa@628,Retiree,Tiruvannamalai,4.75,4864,1,Smartphone,142.5,Standard Plan,199,4G,BSNL
Mark,69,8932254908,Marka@753,Freelancer,Sivagangai,1.69,1730.56,2.5,Smartphone,50.7,Entertainment+ Data,499,5G,VI
Imran,25,6649824256,Imran@585,Student,Thiruvarur,3.24,3317.76,2.5,Tablet,97.2,Entertainment+ Data,499,5G,VI
Noor Jahan,30,9101057675,Noor @363,Other Professionals,Tiruvannamalai,3.83,3921.92,1.5,Laptop,114.9,Basic+ Calls,299,5G,Airtel
Jenewar,24,9432513294,Jenew@578,Other Professionals,Tiruppur,1.72,1761.28,2.5,Laptop,51.6,Entertainment+ Data,499,5G,VI
Prenjal,43,7758350647,Prenj@514,Freelancer,Kanchipuram,1.8,1843.2,1,Smartphone,54,Standard Plan,199,4G,BSNL
Amrith,30,7273554587,Amrit@689,Teacher,Virudhunagar,0.79,808.96,1.5,Television,23.7,Basic+ Calls,299,4G,Airtel
Nidhi,53,7211287746,Nidhi@537,Other Professionals,Tirunelveli,4.97,5089.28,1,Laptop,149.1,Standard Plan,199,4G,BSNL
Naina,18,9856220789,Naina@197,Retiree,Madurai,3.86,3952.64,2,Laptop,115.8,Unlimited+ OTT,399,4G,Jio
Lalli,22,6582805431,Lalli@444,Teacher,Cuddalore,3.23,3307.52,2,Television,96.9,Unlimited+ OTT,399,5G,Jio
Ishan,37,8169284283,Ishan@457,Other Professionals,Perambalur,4.58,4689.92,2.5,Laptop,137.4,Entertainment+ Data,499,5G,VI
Kishan,50,6887163970,Kisha@430,Freelancer,Kanchipuram,4.28,4382.72,2.5,Laptop,128.4,Entertainment+ Data,499,5G,VI
Sarma,25,9241476038,Sarma@321,Other Professionals,Krishnagiri,4.02,4116.48,1.5,Laptop,120.6,Basic+ Calls,299,4G,Airtel
Vikram Singh,70,7855224777,Vikra@915,Student,Tirunelveli,3,3072,2,Laptop,90,Unlimited+ OTT,399,4G,Jio
Meher,36,9405831066,Meher@105,Other Professionals,Tiruppur,4.65,4761.6,2,Smartphone,139.5,Unlimited+ OTT,399,5G,Jio
Fathiam,68,8219586279,Fathi@785,Teacher,Dharmapuri,0.48,491.52,1.5,Tablet,14.4,Basic+ Calls,299,5G,Airtel
Begam,63,8841922007,Begam@489,Student,Villupuram,1.95,1996.8,1,Smartphone,58.5,Standard Plan,199,4G,BSNL
Pallavi,50,9107534960,Palla@820,Student,Chennai,4.61,4720.64,1,Television,138.3,Standard Plan,199,4G,BSNL
SaiPallavi,60,8124734160,SaiPa@004,Other Professionals,Chennai,3.43,3512.32,1.5,Tablet,102.9,Basic+ Calls,299,5G,Airtel
Harshaya,33,6181144130,Harsh@059,Retiree,Virudhunagar,0.5,512,2,Smartphone,15,Unlimited+ OTT,399,4G,Jio
Cheran,49,7360131370,Chera@836,Student,Erode,3.86,3952.64,2,Smartphone,115.8,Unlimited+ OTT,399,4G,Jio
Selva,33,8300594156,Selva@507,IT sector,Sivagangai,0.52,532.48,1.5,Laptop,15.6,Basic+ Calls,299,5G,Airtel
MonishKanan,35,9571623291,Monis@149,Other Professionals,Karur,1.25,1280,2.5,Television,37.5,Entertainment+ Data,499,5G,VI
SamiraSherif,48,8270635343,Samir@205,Doctor,Karur,4.41,4515.84,1.5,Smartphone,132.3,Basic+ Calls,299,5G,Airtel
Kanishka,30,8471832350,Kanis@464,Freelancer,Namakkal,4.02,4116.48,2,Smartphone,120.6,Unlimited+ OTT,399,5G,Jio
Pranisha,39,9306716496,Prani@984,Student,Tirunelveli,4.43,4536.32,2.5,Smartphone,132.9,Entertainment+ Data,499,5G,VI
Saminathan,68,6725432704,Samin@235,Unemployed,Krishnagiri,2.95,3020.8,1,Laptop,88.5,Standard Plan,199,5G,BSNL
Datchayani,47,9694191414,Datch@090,Retiree,Villupuram,1.68,1720.32,2,Smartphone,50.4,Unlimited+ OTT,399,5G,Jio
Shreeram,32,9750096904,Shree@055,IT sector,Tiruchirappalli,0.3,307.2,1.5,Smartphone,9,Basic+ Calls,299,5G,Airtel
Sibi,21,7250996640,SibiA@977,Freelancer,Coimbatore,0.67,686.08,2,Smartphone,20.1,Unlimited+ OTT,399,5G,Jio
Nishitha,28,8271117033,Nishi@127,Retiree,Tiruvannamalai,1.67,1710.08,2.5,Smartphone,50.1,Entertainment+ Data,499,4G,VI
Gerlin,37,6332104291,Gerli@230,Doctor,Krishnagiri,3.65,3737.6,1.5,Smartphone,109.5,Basic+ Calls,299,4G,Airtel
Sebastin,62,8281273230,Sebas@473,Other Professionals,Cuddalore,0.42,430.08,1,Laptop,12.6,Standard Plan,199,4G,BSNL
Surya,63,6886183522,Surya@421,Freelancer,Ramanathapuram,4.98,5099.52,1,Smartphone,149.4,Standard Plan,199,5G,BSNL
Subitha,63,6467446888,Subit@939,Other Professionals,Karur,4.53,4638.72,1,Television,135.9,Standard Plan,199,5G,BSNL
Sabhitha,28,6647737930,Sabhi@816,Doctor,Karur,2.16,2211.84,1.5,Television,64.8,Basic+ Calls,299,5G,Airtel
Raji,68,7217436026,RajiI@748,Other Professionals,Ariyalur,3.5,3584,1.5,Television,105,Basic+ Calls,299,4G,Airtel
Sajji,60,8367373111,Sajji@091,Retiree,Chennai,2.8,2867.2,1,Tablet,84,Standard Plan,199,5G,BSNL
Chetana,47,6596302185,Cheta@440,Teacher,Chennai,1.88,1925.12,2,Laptop,56.4,Unlimited+ OTT,399,5G,Jio
Kessin,29,8353703878,Kessi@587,Student,Tiruvannamalai,1.19,1218.56,2,Smartphone,35.7,Unlimited+ OTT,399,5G,Jio
Martin,44,8522910265,Marti@217,Doctor,Tirunelveli,3.45,3532.8,1,Laptop,103.5,Standard Plan,199,4G,BSNL
SelvaKumar,26,7376381282,Selva@147,IT sector,Nilgiris,3.4,3481.6,2,Smartphone,102,Unlimited+ OTT,399,5G,Jio
Luthur,48,7430432456,Luthu@081,Other Professionals,Nilgiris,3.43,3512.32,1,Television,102.9,Standard Plan,199,5G,BSNL
King,49,8162583605,Kingf@442,Student,Namakkal,3.43,3512.32,2.5,Laptop,102.9,Entertainment+ Data,499,4G,VI
Nila,58,7849741394,NilaS@116,Teacher,Erode,2.41,2467.84,2,Television,72.3,Unlimited+ OTT,399,4G,Jio
Sahana,26,8379983400,Sahan@068,IT sector,Cuddalore,4.25,4352,2.5,Laptop,127.5,Entertainment+ Data,499,4G,VI
Sanjitha,31,6295143676,Sanji@662,Teacher,Sivagangai,0.94,962.56,1,Tablet,28.2,Standard Plan,199,5G,BSNL
Dakshin ,45,7895111503,Daksh@531,Doctor,Karur,1.75,1792,2,Tablet,52.5,Unlimited+ OTT,399,4G,Jio
Takina,70,9257970906,Takin@250,Other Professionals,Namakkal,3.7,3788.8,2.5,Smartphone,111,Entertainment+ Data,499,4G,VI
Teena ,26,8682224986,Teena@433,Retiree,Cuddalore,2.51,2570.24,2,Smartphone,75.3,Unlimited+ OTT,399,5G,Jio
Tayana,51,7412427155,Tayan@085,Student,Vellore,0.78,798.72,2.5,Laptop,23.4,Entertainment+ Data,499,4G,VI
Jiya,32,9422867150,JiyaZ@698,Other Professionals,Sivagangai,1.87,1914.88,2.5,Television,56.1,Entertainment+ Data,499,4G,VI
Anjali,58,6746352277,Anjal@967,Retiree,Erode,4.11,4208.64,2.5,Smartphone,123.3,Entertainment+ Data,499,5G,VI
Ahana,64,9201425508,Ahana@626,IT sector,Thanjavur,0.93,952.32,2,Tablet,27.9,Unlimited+ OTT,399,5G,Jio
Swetha,48,6948772040,Sweth@343,Teacher,Perambalur,2.28,2334.72,2,Television,68.4,Unlimited+ OTT,399,4G,Jio
Rishinatan,58,6820724361,Rishi@942,Retiree,Erode,2.83,2897.92,2.5,Tablet,84.9,Entertainment+ Data,499,5G,VI
Rishantene,47,8938195454,Risha@462,IT sector,Sivagangai,1.45,1484.8,1.5,Television,43.5,Basic+ Calls,299,5G,Airtel
Anshi,44,8579691886,Anshi@017,Retiree,Thiruvarur,2.62,2682.88,1,Laptop,78.6,Standard Plan,199,5G,BSNL
Tanya,51,6179076197,Tanya@290,IT sector,Ramanathapuram,1.89,1935.36,1,Laptop,56.7,Standard Plan,199,5G,BSNL
Franklin,36,7537595216,Frank@039,Other Professionals,Vellore,4.66,4771.84,1,Tablet,139.8,Standard Plan,199,4G,BSNL
Tifith,47,7218389718,Tifit@297,Freelancer,Tiruvannamalai,1.74,1781.76,2.5,Smartphone,52.2,Entertainment+ Data,499,4G,VI
Rose,34,9310013325,Rosew@242,Teacher,Erode,3.68,3768.32,2.5,Smartphone,110.4,Entertainment+ Data,499,4G,VI
Sofia,55,7554670262,Sofia@225,Student,Kallakurichi,2.84,2908.16,1.5,Smartphone,85.2,Basic+ Calls,299,5G,Airtel
Emley,31,9602242947,Emley@657,IT sector,Tiruppur,4.02,4116.48,2.5,Tablet,120.6,Entertainment+ Data,499,4G,VI
Dora,46,9202068216,Doraj@717,Student,Dharmapuri,2.54,2600.96,2.5,Television,76.2,Entertainment+ Data,499,5G,VI
Jerry,22,9766752080,Jerry@295,Retiree,Vellore,4.81,4925.44,2.5,Laptop,144.3,Entertainment+ Data,499,5G,VI
Savi,46,9483147309,SaviG@257,Student,Perambalur,1,1024,1,Television,30,Standard Plan,199,4G,BSNL
Anu,25,9995800260,Anugg@875,Doctor,Karur,3.78,3870.72,1.5,Smartphone,113.4,Basic+ Calls,299,5G,Airtel
Lucy,60,8567869183,LucyN@568,Doctor,Thiruvarur,1.75,1792,1.5,Television,52.5,Basic+ Calls,299,4G,Airtel
Ruby,63,7350772921,Rubyf@510,Doctor,Ramanathapuram,1.8,1843.2,2,Laptop,54,Unlimited+ OTT,399,4G,Jio
Ahana,58,6308575207,Ahana@232,Retiree,Theni,2.57,2631.68,1,Laptop,77.1,Standard Plan,199,5G,BSNL
Charlon,47,7761661757,Charl@274,Teacher,Virudhunagar,0.42,430.08,2,Tablet,12.6,Unlimited+ OTT,399,4G,Jio
Lily,46,8130263636,Lilyc@978,Doctor,Namakkal,1.44,1474.56,2,Television,43.2,Unlimited+ OTT,399,4G,Jio
Isabel,60,7314808543,Isabe@935,Freelancer,Kallakurichi,3.05,3123.2,2,Tablet,91.5,Unlimited+ OTT,399,5G,Jio
Rebecca,64,7213556979,Rebec@848,Other Professionals,Thanjavur,3.37,3450.88,2.5,Laptop,101.1,Entertainment+ Data,499,5G,VI
Hana,25,6859137617,Hanao@966,Doctor,Nilgiris,0.96,983.04,1,Television,28.8,Standard Plan,199,4G,BSNL
Henry,18,7736544483,Henry@232,Other Professionals,Thiruvallur,2.83,2897.92,2.5,Tablet,84.9,Entertainment+ Data,499,5G,VI
Ashkar,57,8135671284,Ashka@773,Other Professionals,Thiruvarur,0.4,409.6,1,Smartphone,12,Standard Plan,199,5G,BSNL
Daisy,67,9260050667,Daisy@891,Unemployed,Virudhunagar,4.08,4177.92,2.5,Television,122.4,Entertainment+ Data,499,5G,VI
Max,41,7770113835,MaxKK@426,Student,Madurai,3.27,3348.48,1.5,Smartphone,98.1,Basic+ Calls,299,4G,Airtel
Ben,24,7298817034,BenLL@152,Freelancer,Chennai,3.09,3164.16,1.5,Television,92.7,Basic+ Calls,299,5G,Airtel
Caissan,27,9484305414,Caiss@332,Retiree,Tirunelveli,0.57,583.68,2.5,Television,17.1,Entertainment+ Data,499,5G,VI
Guruprakash,68,7702304391,Gurup@720,Other Professionals,Kallakurichi,4.3,4403.2,2,Tablet,129,Unlimited+ OTT,399,5G,Jio
Olivia,26,7371093042,Olivi@414,Other Professionals,Tiruppur,1.24,1269.76,2.5,Laptop,37.2,Entertainment+ Data,499,4G,VI
Emily,56,9907002542,Emily@520,Other Professionals,Nagapattinam,3.88,3973.12,2.5,Television,116.4,Entertainment+ Data,499,5G,VI
George,25,6943455470,Georg@490,Doctor,Coimbatore,4,4096,2,Smartphone,120,Unlimited+ OTT,399,4G,Jio
Rubis,59,6590049334,Rubis@999,Doctor,Nilgiris,0.89,911.36,1,Television,26.7,Standard Plan,199,4G,BSNL
Viillium,18,8844533024,Viill@700,Unemployed,Pudukkottai,0.4,409.6,2.5,Laptop,12,Entertainment+ Data,499,4G,VI
Shakespeare,37,8291259329,Shake@669,Doctor,Pudukkottai,3.52,3604.48,2.5,Smartphone,105.6,Entertainment+ Data,499,4G,VI
Tanya,50,7635343593,Tanya@554,Unemployed,Namakkal,2.96,3031.04,1,Laptop,88.8,Standard Plan,199,5G,BSNL
Rowling,25,8466125655,Rowli@111,Student,Krishnagiri,4.6,4710.4,2.5,Television,138,Entertainment+ Data,499,4G,VI
RayanGowslin,70,8568201734,Rayan@838,IT sector,Nagapattinam,3.02,3092.48,1,Tablet,90.6,Standard Plan,199,4G,BSNL
Selvarani,70,8325119275,Selva@101,Freelancer,Theni,3.39,3471.36,2,Television,101.7,Unlimited+ OTT,399,4G,Jio
Selvaraj,52,9659717789,Selva@503,Student,Pudukkottai,0.73,747.52,2.5,Tablet,21.9,Entertainment+ Data,499,4G,VI
Lokesh,26,8593377797,Lokes@515,Doctor,Pudukkottai,1.06,1085.44,1,Television,31.8,Standard Plan,199,5G,BSNL
Kanagaraj,59,8213722916,Kanag@386,Unemployed,Tiruppur,2.97,3041.28,2,Laptop,89.1,Unlimited+ OTT,399,5G,Jio
Varghese,40,6864386709,Vargh@133,Retiree,Cuddalore,2.7,2764.8,2,Television,81,Unlimited+ OTT,399,5G,Jio
Ethen,48,6688066214,Ethen@302,Student,Kanchipuram,3.14,3215.36,1,Tablet,94.2,Standard Plan,199,5G,BSNL
Kim,34,6794828296,KimII@477,Unemployed,Perambalur,0.23,235.52,2.5,Television,6.9,Entertainment+ Data,499,5G,VI
Watsan,32,6718267123,Watsa@435,Doctor,Karur,3.93,4024.32,1,Television,117.9,Standard Plan,199,4G,BSNL
Sara,69,7801969346,SaraU@389,Student,Nagapattinam,4.04,4136.96,1.5,Television,121.2,Basic+ Calls,299,4G,Airtel
Yuvan,64,6616869815,Yuvan@128,Retiree,Sivagangai,2.01,2058.24,2.5,Tablet,60.3,Entertainment+ Data,499,5G,VI
Darshan,66,8538376485,Darsh@175,Unemployed,Tiruchirappalli,4.98,5099.52,2,Television,149.4,Unlimited+ OTT,399,4G,Jio
Adithi,69,7962598359,Adith@648,Doctor,Namakkal,3.57,3655.68,1.5,Smartphone,107.1,Basic+ Calls,299,4G,Airtel
Kiara,51,9619008521,Kiara@416,IT sector,Tiruvannamalai,4.28,4382.72,1,Laptop,128.4,Standard Plan,199,5G,BSNL
Advani,39,7793225066,Advan@086,Other Professionals,Kallakurichi,1.74,1781.76,1,Tablet,52.2,Standard Plan,199,4G,BSNL
Pari,35,7653597771,PariP@876,Unemployed,Thoothukudi,3.66,3747.84,2.5,Tablet,109.8,Entertainment+ Data,499,4G,VI
Vedanth,27,6667699313,Vedan@905,Doctor,Thiruvallur,4.48,4587.52,1.5,Tablet,134.4,Basic+ Calls,299,5G,Airtel
Srikanth,52,9298570778,Srika@636,Freelancer,Dharmapuri,4.72,4833.28,2,Television,141.6,Unlimited+ OTT,399,5G,Jio
Sivanesh,21,7260973889,Sivan@701,Freelancer,Karur,2.8,2867.2,1.5,Tablet,84,Basic+ Calls,299,4G,Airtel
Inaya,36,8196347228,Inaya@681,Freelancer,Ramanathapuram,4.77,4884.48,1,Smartphone,143.1,Standard Plan,199,5G,BSNL
Iniya,35,9376325633,Iniya@458,Other Professionals,Dharmapuri,2.87,2938.88,2,Smartphone,86.1,Unlimited+ OTT,399,4G,Jio
Hamdan,52,9988128463,Hamda@011,IT sector,Madurai,3.74,3829.76,2,Television,112.2,Unlimited+ OTT,399,4G,Jio
Hassan ,19,7558474139,Hassa@994,Teacher,Sivagangai,0.18,184.32,1.5,Laptop,5.4,Basic+ Calls,299,5G,Airtel
Tariq,35,6854085896,Tariq@967,Other Professionals,Coimbatore,3.59,3676.16,2,Television,107.7,Unlimited+ OTT,399,5G,Jio
Daiwik,52,7927340110,Daiwi@630,Unemployed,Chennai,1.24,1269.76,2.5,Smartphone,37.2,Entertainment+ Data,499,5G,VI
Tira,31,7717209064,TiraL@162,Other Professionals,Nagapattinam,0.69,706.56,1,Smartphone,20.7,Standard Plan,199,4G,BSNL
Diya,32,9107770138,Diyak@257,Freelancer,Tiruchirappalli,1.66,1699.84,2.5,Television,49.8,Entertainment+ Data,499,5G,VI
Dwindlim,48,6759540134,Dwind@518,Doctor,Nilgiris,1.84,1884.16,2,Smartphone,55.2,Unlimited+ OTT,399,5G,Jio
Lwelyn,50,7266512619,Lwely@316,IT sector,Nagapattinam,2.38,2437.12,2.5,Television,71.4,Entertainment+ Data,499,4G,VI
Shakira,58,6977417877,Shaki@438,Other Professionals,Krishnagiri,3.38,3461.12,1,Laptop,101.4,Standard Plan,199,5G,BSNL
Shakila,56,8246398396,Shaki@241,Doctor,Dindigul,1.71,1751.04,2.5,Television,51.3,Entertainment+ Data,499,5G,VI
Mayika,26,7862966120,Mayik@166,Other Professionals,Sivagangai,3.57,3655.68,2.5,Television,107.1,Entertainment+ Data,499,4G,VI
Mahathi,41,7916915717,Mahat@769,Teacher,Cuddalore,4.89,5007.36,1.5,Smartphone,146.7,Basic+ Calls,299,5G,Airtel
Mishika,22,9959178472,Mishi@076,Teacher,Tiruchirappalli,1.35,1382.4,1.5,Tablet,40.5,Basic+ Calls,299,5G,Airtel
yeshitha,44,6797451397,yeshi@695,Doctor,Tiruppur,3.84,3932.16,2,Laptop,115.2,Unlimited+ OTT,399,4G,Jio
Amaya,55,6961041571,Amaya@995,Freelancer,Tiruppur,1.99,2037.76,1.5,Television,59.7,Basic+ Calls,299,5G,Airtel
Brighty,53,7659434338,Brigh@258,IT sector,Erode,4.85,4966.4,2.5,Television,145.5,Entertainment+ Data,499,4G,VI
Salomi,30,9401812863,Salom@082,Teacher,Kanchipuram,0.46,471.04,2.5,Television,13.8,Entertainment+ Data,499,5G,VI
Vandavani,65,6517025746,Vanda@537,Freelancer,Theni,4.62,4730.88,2,Tablet,138.6,Unlimited+ OTT,399,4G,Jio
Dhandapani,30,9792703229,Dhand@402,IT sector,Thoothukudi,1.16,1187.84,2.5,Television,34.8,Entertainment+ Data,499,5G,VI
Jaishika,63,9723650592,Jaish@351,IT sector,Tirunelveli,3.14,3215.36,1,Television,94.2,Standard Plan,199,5G,BSNL
Joshika,36,9668819134,Joshi@559,Retiree,Namakkal,0.16,163.84,1.5,Laptop,4.8,Basic+ Calls,299,5G,Airtel
Kannika,53,9479876756,Kanni@474,Unemployed,Perambalur,3.65,3737.6,1.5,Television,109.5,Basic+ Calls,299,5G,Airtel
Snehan,41,7196072770,Sneha@929,Student,Tiruppur,2.65,2713.6,2.5,Laptop,79.5,Entertainment+ Data,499,5G,VI
Gunaraj,69,9609053805,Gunar@716,IT sector,Cuddalore,0.78,798.72,2.5,Laptop,23.4,Entertainment+ Data,499,5G,VI
Viyan,67,9906641172,Viyan@575,Freelancer,Virudhunagar,0.3,307.2,2.5,Laptop,9,Entertainment+ Data,499,4G,VI
Viduvan,41,7333873121,Viduv@669,Retiree,Thanjavur,4.16,4259.84,1,Television,124.8,Standard Plan,199,4G,BSNL
Catherine,34,6328018640,Cathe@329,Student,Tiruchirappalli,2.15,2201.6,1.5,Television,64.5,Basic+ Calls,299,5G,Airtel
Nirmal,51,6672977430,Nirma@372,Doctor,Namakkal,3.51,3594.24,2,Television,105.3,Unlimited+ OTT,399,4G,Jio
Dhivyabharathi,47,6366729652,Dhivy@130,Retiree,Tiruchirappalli,0.86,880.64,2.5,Smartphone,25.8,Entertainment+ Data,499,4G,VI
Harinishree,64,9966574729,Harin@482,Other Professionals,Nagapattinam,2.9,2969.6,2.5,Smartphone,87,Entertainment+ Data,499,5G,VI
joshitha,31,8782198270,joshi@128,Doctor,Vellore,1.41,1443.84,1,Tablet,42.3,Standard Plan,199,4G,BSNL
Sakina,67,9118581137,Sakin@425,Unemployed,Nilgiris,1.23,1259.52,1,Television,36.9,Standard Plan,199,4G,BSNL
Sameena,68,6372257734,Samee@481,IT sector,Pudukkottai,0.92,942.08,2,Tablet,27.6,Unlimited+ OTT,399,5G,Jio
